,title,author,task 1,task 2,task 3,github,stars
543,SketchyCOCO: Image Generation From Freehand Scene Sketches,Chengying Gao,image-generation,,,https://github.com/sysu-imsl/EdgeGAN,2
544,TEA: Temporal Excitation and Aggregation for Action Recognition,Yan Li,action-recognition-in-videos,,,https://github.com/saijunhu/fancy-video-classification,2
545,Learning Geocentric Object Pose in Oblique Monocular Images,Gordon Christie,object-detection,optical-flow-estimation,semantic-segmentation,https://github.com/pubgeo/monocular-geocentric-pose,2
546,Deep Iterative Surface Normal Estimation,Jan Eric Lenssen,,,,https://github.com/nnaisense/pytorch_sym3eig,2
547,Camera Trace Erasing,Chang Chen,,,,https://github.com/ngchc/CameraTE,2
548,ReSprop: Reuse Sparsified Backpropagation,Negar Goli,,,,https://github.com/negargoli/ReSprop,2
549,Multimodal Future Localization and Emergence Prediction for Objects in Egocentric View With a Reachability Prior,Osama Makansi,,,,https://github.com/lmb-freiburg/FLN-EPN-RPN,2
550,Towards Visually Explaining Variational Autoencoders,Wenqian Liu,,,,https://github.com/liuem607/expVAE,2
551,NeuralScale: Efficient Scaling of Neurons for Resource-Constrained Deep Neural Networks,Eugene Lee,,,,https://github.com/eugenelet/NeuralScale,2
552,Barycenters of Natural Images  Constrained Wasserstein Barycenters for Image Morphing,Dror Simon,image-morphing,,,https://github.com/drorsimon/image_barycenters,2
553,Fast Symmetric Diffeomorphic Image Registration with Convolutional Neural Networks,Tony C.W. Mok,image-registration,,,https://github.com/cwmok/Fast-Symmetric-Diffeomorphic-Image-Registration-with-Convolutional-Neural-Networks,2
554,Dynamic Neural Relational Inference,Colin Graber,monocular-visual-odometry,motion-estimation,visual-odometry,https://github.com/cgraber/cvpr_dNRI,2
555,Quaternion Product Units for Deep Learning on 3D Rotation Groups,Xuan Zhang,,,,https://github.com/IICNELAB/qpu_code,2
556,Zero-Assignment Constraint for Graph Matching With Outliers,Fudong Wang,graph-matching,,,https://github.com/wangfudong/ZAC_GM,1
557,Defending Against Universal Attacks Through Selective Feature Regeneration,Tejas Borkar,adversarial-defense,,,https://github.com/tsborkar/Selective-feature-regeneration,1
558,Attention-Based Context Aware Reasoning for Situation Recognition,Thilini Cooray,question-answering,visual-question-answering,visual-reasoning,https://github.com/thilinicooray/context-aware-reasoning-for-sr,1
559,Evade Deep Image Retrieval by Stashing Private Images in the Hash Space,Yanru Xiao,image-retrieval,,,https://github.com/sugarruy/hashstash,1
560,Referring Image Segmentation via Cross-Modal Progressive Comprehension,Shaofei Huang,semantic-segmentation,,,https://github.com/spyflying/CMPC-Refseg,1
561,PointPainting: Sequential Fusion for 3D Object Detection,Sourabh Vora,3d-object-detection,object-detection,self-driving-cars,https://github.com/rshilliday/painting,1
562,Height and Uprightness Invariance for 3D Prediction From a Single View,Manel Baradad,pose-estimation,,,https://github.com/mbaradad/im2pcl,1
563,Generating Accurate Pseudo-Labels in Semi-Supervised Learning and Avoiding Overconfident Predictions via Hermite Polynomial Activations,Vishnu Suresh Lokhande,,,,https://github.com/lokhande-vishnu/DeepHermites,1
564,Phase Consistent Ecological Domain Adaptation,Yanchao Yang,domain-adaptation,semantic-segmentation,unsupervised-domain-adaptation,https://github.com/donglao/PCEDA,1
565,Neural Point Cloud Rendering via Multi-Plane Projection,Peng Dai,,,,https://github.com/daipengwa/NeuralPointCloudRendering,1
566,TBT: Targeted Neural Network Attack With Bit Trojan,Adnan Siraj Rakin,,,,https://github.com/adnansirajrakin/TBT-CVPR2020,1
567,Non-Adversarial Video Synthesis With Learned Priors,Abhishek Aich,,,,https://github.com/abhishekaich27/Navsynth,1
568,Searching for Actions on the Hyperbole,Teng Long,action-recognition-in-videos,video-retrieval,zero-shot-learning,https://github.com/Tenglon/hyperbolic_action,1
569,Unsupervised Adaptation Learning for Hyperspectral Imagery Super-Resolution,Lei Zhang,super-resolution,,,https://github.com/JiangtaoNie/UAL,1
570,Background Data Resampling for Outlier-Aware Classification,Yi Li,,,,https://github.com/JerryYLi/bg-resample-ood,1
571,Recursive Least-Squares Estimator-Aided Online Learning for Visual Tracking,Jin Gao,object-tracking,visual-object-tracking,visual-tracking,https://github.com/Amgao/RLS-RTMDNet,1
572,Towards Inheritable Models for Open-Set Domain Adaptation,Jogendra Nath Kundu,domain-adaptation,,,https://github.com/val-iisc/inheritune,0
573,An Adaptive Neural Network for Unsupervised Mosaic Consistency Analysis in Image Forensics,Quentin Bammey,demosaicking,image-forensics,,https://github.com/qbammey/adaptive_cfa_forensics,0
574,A Unified Optimization Framework for Low-Rank Inducing Penalties,Marcus Valtonen Ornhag,,,,https://github.com/marcusvaltonen/UnifiedFramework,0
575,Putting Visual Object Recognition in Context,Mengmi Zhang,object-recognition,,,https://github.com/kreimanlab/Put-In-Context,0
576,Attentive Weights Generation for Few Shot Learning via Information Maximization,Yiluan Guo,few-shot-image-classification,few-shot-learning,image-classification,https://github.com/Yiluan/AWGIM,0
577,Sparse Layered Graphs for Multi-Object Segmentation,Niels Jeppesen,semantic-segmentation,image-generation,instance-segmentation,https://github.com/Skielex/slgbuilder,0
578,AdderNet: Do We Really Need Multiplications in Deep Learning?,Hanting Chen,,,,https://github.com/PENGUINLIONG/addernet-pytorch,0
579,Towards Verifying Robustness of Neural Networks Against A Family of Semantic Perturbations,Jeet Mohapatra,image-classification,,,https://github.com/JeetMo/Semantify-NN,0
580,Unsupervised Learning From Video With Deep Neural Embeddings,Chengxu Zhuang,object-recognition,,,https://github.com/Chrisackerman1/Unsupervised-Learning-from-Video-with-Deep-Neural-Embeddings,0
581,Robust Design of Deep Neural Networks Against Adversarial Attacks Based on Lyapunov Theory,Arash Rahnama,,,,https://github.com/ArashRahnama/RobustLyapunovDNNs,0
582,Dynamic Fluid Surface Reconstruction Using Deep Neural Network,Simron Thapa,,,,,
583,CvxNet: Learnable Convex Decomposition,Boyang Deng,,,,,
584,"Total3DUnderstanding: Joint Layout, Object Pose and Mesh Reconstruction for Indoor Scenes From a Single Image",Yinyu Nie,,,,,
585,Generating and Exploiting Probabilistic Monocular Depth Estimates,Zhihao Xia,,,,,
586,A Lighting-Invariant Point Processor for Shading,Kathryn Heal,,,,,
587,ActiveMoCap: Optimized Viewpoint Selection for Active Human Motion Capture,Sena Kiciroglu,,,,,
588,Peek-a-Boo: Occlusion Reasoning in Indoor Scenes With Plane Representations,Ziyu Jiang,,,,,
589,Multi-Modal Domain Adaptation for Fine-Grained Action Recognition,Jonathan Munro,,,,,
590,Evolving Losses for Unsupervised Video Representation Learning,AJ Piergiovanni,,,,,
591,Ego-Topo: Environment Affordances From Egocentric Video,Tushar Nagarajan,,,,,
592,Generative Hybrid Representations for Activity Forecasting With No-Regret Learning,Jiaqi Guan,,,,,
593,Predicting Goal-Directed Human Attention Using Inverse Reinforcement Learning,Zhibo Yang,,,,,
594,X3D: Expanding Architectures for Efficient Video Recognition,Christoph Feichtenhofer,,,,,
595,"Use the Force, Luke! Learning to Predict Physical Forces by Simulating Effects",Kiana Ehsani,,,,,
596,The Secret Revealer: Generative Model-Inversion Attacks Against Deep Neural Networks,Yuheng Zhang,,,,,
597,Adversarial Vertex Mixup: Toward Better Adversarially Robust Generalization,Saehyung Lee,,,,,
598,How Does Noise Help Robustness? Explanation and Exploration under the Neural SDE Framework,Xuanqing Liu,,,,,
599,Unpaired Image Super-Resolution Using Pseudo-Supervision,Shunta Maeda,,,,,
600,Robustness Guarantees for Deep Neural Networks on Videos,Min Wu,,,,,
601,Video Modeling With Correlation Networks,Heng Wang,,,,,
602,Projection & Probability-Driven Black-Box Attack,Jie Li,,,,,
603,Auxiliary Training: Towards Accurate and Robust Models,Linfeng Zhang,,,,,
604,A Hierarchical Graph Network for 3D Object Detection on Point Clouds,Jintai Chen,,,,,
605,Learning Generative Models of Shape Handles,Matheus Gadelha,,,,,
606,One Man's Trash Is Another Man's Treasure: Resisting Adversarial Examples by Adversarial Examples,Chang Xiao,,,,,
607,Boundary-Aware 3D Building Reconstruction From a Single Overhead Image,Jisan Mahmud,,,,,
608,Articulation-Aware Canonical Surface Mapping,Nilesh Kulkarni,,,,,
609,BiFuse: Monocular 360 Depth Estimation via Bi-Projection Fusion,Fu-En Wang,,,,,
610,Transformation GAN for Unsupervised Image Synthesis and Representation Learning,Jiayu Wang,,,,,
611,SCT: Set Constrained Temporal Transformer for Set Supervised Action Segmentation,Mohsen Fayyaz,,,,,
612,Front2Back: Single View 3D Shape Reconstruction via Front to Back Prediction,Yuan Yao,,,,,
613,SDC-Depth: Semantic Divide-and-Conquer Network for Monocular Depth Estimation,Lijun Wang,,,,,
614,Single-View View Synthesis With Multiplane Images,Richard Tucker,,,,,
615,Deep Parametric Shape Predictions Using Distance Fields,Dmitriy Smirnov,,,,,
616,Leveraging Photometric Consistency Over Time for Sparsely Supervised Hand-Object Reconstruction,Yana Hasson,,,,,
617,Ensemble Generative Cleaning With Feedback Loops for Defending Adversarial Attacks,Jianhe Yuan,,,,,
618,Temporal Pyramid Network for Action Recognition,Ceyuan Yang,,,,,
619,In Perfect Shape: Certifiably Optimal 3D Shape Reconstruction From 2D Landmarks,Heng Yang,,,,,
620,Towards Transferable Targeted Attack,Maosen Li,,,,,
621,Self-Supervised Human Depth Estimation From Monocular Videos,Feitong Tan,,,,,
622,Recursive Social Behavior Graph for Trajectory Prediction,Jianhua Sun,,,,,
623,Context-Aware and Scale-Insensitive Temporal Repetition Counting,Huaidong Zhang,,,,,
624,OASIS: A Large-Scale Dataset for Single Image 3D in the Wild,Weifeng Chen,,,,,
625,VPLNet: Deep Single View Normal Estimation With Vanishing Points and Lines,Rui Wang,,,,,
626,Intra- and Inter-Action Understanding via Temporal Action Parsing,Dian Shao,,,,,
627,Bundle Pooling for Polygonal Architecture Segmentation Problem,Huayi Zeng,,,,,
628,Defending Against Model Stealing Attacks With Adaptive Misinformation,Sanjay Kariyappa,,,,,
629,Learning to Generate 3D Training Data Through Hybrid Gradient,Dawei Yang,,,,,
630,Cascaded Refinement Network for Point Cloud Completion,Xiaogang Wang,,,,,
631,Learning to Discriminate Information for Online Action Detection,Hyunjun Eun,,,,,
632,Adversarial Examples Improve Image Recognition,Cihang Xie,,,,,
633,Actor-Transformers for Group Activity Recognition,Kirill Gavrilyuk,,,,,
634,Geometry-Aware Satellite-to-Ground Image Synthesis for Urban Areas,Xiaohu Lu,,,,,
635,ZSTAD: Zero-Shot Temporal Activity Detection,Lingling Zhang,,,,,
636,Geometric Structure Based and Regularized Depth Estimation From 360 Indoor Imagery,Lei Jin,,,,,
637,Deep Kinematics Analysis for Monocular 3D Human Pose Estimation,Jingwei Xu,,,,,
638,Scene Recomposition by Learning-Based ICP,Hamid Izadinia,,,,,
639,Single-Step Adversarial Training With Dropout Scheduling,Vivek B.S.,,,,,
640,Deep Non-Line-of-Sight Reconstruction,Javier Grau Chopite,,,,,
641,SSRNet: Scalable 3D Surface Reconstruction Network,Zhenxing Mi,,,,,
642,Progressive Relation Learning for Group Activity Recognition,Guyue Hu,,,,,
643,Adversarial Camouflage: Hiding Physical-World Attacks With Natural Styles,Ranjie Duan,,,,,
644,Polishing Decision-Based Adversarial Noise With a Customized Sampling,Yucheng Shi,,,,,
645,Focus on Defocus: Bridging the Synthetic to Real Domain Gap for Depth Estimation,Maxim Maximov,,,,,
646,Active Vision for Early Recognition of Human Actions,Boyu Wang,,,,,
647,Exploiting Joint Robustness to Adversarial Perturbations,Ali Dabouei,,,,,
648,Boosting the Transferability of Adversarial Samples via Attention,Weibin Wu,,,,,
649,ActionBytes: Learning From Trimmed Videos to Localize Actions,Mihir Jain,,,,,
650,Efficient Adversarial Training With Transferable Adversarial Examples,Haizhong Zheng,,,,,
651,Alleviation of Gradient Exploding in GANs: Fake Can Be Real,Song Tao,,,,,
652,Achieving Robustness in the Wild via Adversarial Mixing With Disentangled Representations,Sven Gowal,,,,,
653,QEBA: Query-Efficient Boundary-Based Blackbox Attack,Huichen Li,,,,,
654,Learning to Simulate Dynamic Environments With GameGAN,Seung Wook Kim,,,,,
655,SDFDiff: Differentiable Rendering of Signed Distance Fields for 3D Shape Optimization,Yue Jiang,,,,,
656,Through the Looking Glass: Neural 3D Reconstruction of Transparent Shapes,Zhengqin Li,,,,,
657,TextureFusion: High-Quality Texture Acquisition for Real-Time RGB-D Scanning,Joo Ho Lee,,,,,
658,"D3VO: Deep Depth, Deep Pose and Deep Uncertainty for Monocular Visual Odometry",Nan Yang,,,,,
659,Deep Implicit Volume Compression,Danhang Tang,,,,,
660,"MAGSAC++, a Fast, Reliable and Accurate Robust Estimator",Daniel Barath,,,,,
661,OctSqueeze: Octree-Structured Entropy Model for LiDAR Compression,Lila Huang,,,,,
662,4D Association Graph for Realtime Multi-Person Motion Capture Using Multiple Video Cameras,Yuxiang Zhang,,,,,
663,Robust 3D Self-Portraits in Seconds,Zhe Li,,,,,
664,Learning to Have an Ear for Face Super-Resolution,Givi Meishvili,,,,,
665,Deep Optics for Single-Shot High-Dynamic-Range Imaging,Christopher A. Metzler,,,,,
666,Learning Rank-1 Diffractive Optics for Single-Shot High Dynamic Range Imaging,Qilin Sun,,,,,
667,Non-Line-of-Sight Surface Reconstruction Using the Directional Light-Cone Transform,Sean I. Young,,,,,
668,Seeing the World in a Bag of Chips,Jeong Joon Park,,,,,
669,Retina-Like Visual Image Reconstruction via Spiking Neural Model,Lin Zhu,,,,,
670,Neural Network Pruning With Residual-Connections and Limited-Data,Jian-Hao Luo,,,,,
671,Training Quantized Neural Networks With a Full-Precision Auxiliary Module,Bohan Zhuang,,,,,
672,Neural Networks Are More Productive Teachers Than Human Raters: Active Mixup for Data-Efficient Knowledge Distillation From a Blackbox Model,Dongdong Wang,,,,,
673,Multi-Dimensional Pruning: A Unified Framework for Model Compression,Jinyang Guo,,,,,
674,Synchronizing Probability Measures on Rotations via Optimal Transport,Tolga Birdal,,,,,
675,Attention-Aware Multi-View Stereo,Keyang Luo,,,,,
676,Joint Filtering of Intensity Images and Neuromorphic Events for High-Resolution Noise-Robust Imaging,Zihao W. Wang,,,,,
677,HVNet: Hybrid Voxel Network for LiDAR Based 3D Object Detection,Maosheng Ye,,,,,
678,Frequency Domain Compact 3D Convolutional Neural Networks,Hanting Chen,,,,,
679,Single-Image HDR Reconstruction by Learning to Reverse the Camera Pipeline,Yu-Lun Liu,,,,,
680,DNU: Deep Non-Local Unrolling for Computational Spectral Imaging,Lizhi Wang,,,,,
681,Single Image Optical Flow Estimation With an Event Camera,Liyuan Pan,,,,,
682,Multi-View Neural Human Rendering,Minye Wu,,,,,
683,Depth Sensing Beyond LiDAR Range,Kai Zhang,,,,,
684,Event Probability Mask (EPM) and Event Denoising Convolutional Neural Network (EDnCNN) for Neuromorphic Cameras,R. Wes Baldwin,,,,,
685,Self-Learning Video Rain Streak Removal: When Cyclic Consistency Meets Temporal Correspondence,Wenhan Yang,,,,,
686,Neuromorphic Camera Guided High Dynamic Range Imaging,Jin Han,,,,,
687,Polarized Reflection Removal With Perfect Alignment in the Wild,Chenyang Lei,,,,,
688,A Sparse Resultant Based Method for Efficient Minimal Solvers,Snehal Bhayani,,,,,
689,A Semi-Supervised Assessor of Neural Architectures,Yehui Tang,,,,,
690,Learning a Reinforced Agent for Flexible Exposure Bracketing Selection,Zhouxia Wang,,,,,
691,Joint 3D Instance Segmentation and Object Detection for Autonomous Driving,Dingfu Zhou,,,,,
692,TomoFluid: Reconstructing Dynamic Fluid From Sparse View Videos,Guangming Zang,,,,,
693,Self2Self With Dropout: Learning Self-Supervised Denoising From Single Image,Yuhui Quan,,,,,
694,Discrete Model Compression With Resource Constraint for Deep Neural Networks,Shangqian Gao,,,,,
695,Structured Compression by Weight Encryption for Unstructured Pruning and Quantization,Se Jung Kwon,,,,,
696,End-to-End Learning Local Multi-View Descriptors for 3D Point Clouds,Lei Li,,,,,
697,Minimal Solutions for Relative Pose With a Single Affine Correspondence,Banglei Guan,,,,,
698,Point Cloud Completion by Skip-Attention Network With Hierarchical Folding,Xin Wen,,,,,
699,Towards Unified INT8 Training for Convolutional Neural Network,Feng Zhu,,,,,
700,Active 3D Motion Visualization Based on Spatiotemporal Light-Ray Integration,Fumihiko Sakaue,,,,,
701,GreedyNAS: Towards Fast One-Shot NAS With Greedy Supernet,Shan You,,,,,
702,Learning Filter Pruning Criteria for Deep Convolutional Neural Networks Acceleration,Yang He,,,,,
703,DIST: Rendering Deep Implicit Signed Distance Function With Differentiable Sphere Tracing,Shaohui Liu,,,,,
704,Visually Imbalanced Stereo Matching,Yicun Liu,,,,,
705,Mesh-Guided Multi-View Stereo With Pyramid Architecture,Yuesong Wang,,,,,
706,BiDet: An Efficient Binarized Object Detector,Ziwei Wang,,,,,
707,Local Non-Rigid Structure-From-Motion From Diffeomorphic Mappings,Shaifali Parashar,,,,,
708,Seeing Around Street Corners: Non-Line-of-Sight Detection and Tracking In-the-Wild Using Doppler Radar,Nicolas Scheiner,,,,,
709,"APQ: Joint Search for Network Architecture, Pruning and Quantization Policy",Tianzhe Wang,,,,,
710,On the Acceleration of Deep Learning Model Parallelism With Staleness,An Xu,,,,,
711,RevealNet: Seeing Behind Objects in RGB-D Scans,Ji Hou,,,,,
712,MemNAS: Memory-Efficient Neural Architecture Search With Grow-Trim Learning,Peiye Liu,,,,,
713,Polarized Non-Line-of-Sight Imaging,Kenichiro Tanaka,,,,,
714,AdaBits: Neural Network Quantization With Adaptive Bit-Widths,Qing Jin,,,,,
715,ClusterVO: Clustering Moving Instances and Estimating Visual Odometry for Self and Surroundings,Jiahui Huang,,,,,
716,Automatic Neural Network Compression by Sparsity-Quantization Joint Learning: A Constrained Optimization-Based Approach,Haichuan Yang,,,,,
717,Normal Assisted Stereo Depth Estimation,Uday Kusupati,,,,,
718,gDLS*: Generalized Pose-and-Scale Estimation Given Scale and Gravity Priors,Victor Fragoso,,,,,
719,Embodied Language Grounding With 3D Visual Feature Representations,Mihir Prabhudesai,,,,,
720,Learning to Autofocus,Charles Herrmann,,,,,
721,Joint Demosaicing and Denoising With Self Guidance,Lin Liu,,,,,
722,Learning to Restore Low-Light Images via Decomposition-and-Enhancement,Ke Xu,,,,,
723,Photometric Stereo via Discrete Hypothesis-and-Test Search,Kenji Enomoto,,,,,
724,Fixed-Point Back-Propagation Training,Xishan Zhang,,,,,
725,Heterogeneous Knowledge Distillation Using Information Flow Modeling,Nikolaos Passalis,,,,,
726,Residual Feature Aggregation Network for Image Super-Resolution,Jie Liu,,,,,
727,Resolution Adaptive Networks for Efficient Inference,Le Yang,,,,,
728,Learning to Forget for Meta-Learning,Sungyong Baik,,,,,
729,Deep Learning for Handling Kernel/model Uncertainty in Image Deconvolution,Yuesong Nan,,,,,
730,Reflection Scene Separation From a Single Image,Renjie Wan,,,,,
731,Wavelet Synthesis Net for Disparity Estimation to Synthesize DSLR Calibre Bokeh Effect on Smartphones,Chenchi Luo,,,,,
732,Bundle Adjustment on a Graph Processor,Joseph Ortiz,,,,,
733,3D-ZeF: A 3D Zebrafish Tracking Benchmark Dataset,Malte Pedersen,,,,,
734,Single-Shot Monocular RGB-D Imaging Using Uneven Double Refraction,Andreas Meuleman,,,,,
735,"Inverse Rendering for Complex Indoor Scenes: Shape, Spatially-Varying Lighting and SVBRDF From a Single Image",Zhengqin Li,,,,,
736,From Two Rolling Shutters to One Global Shutter,Cenek Albl,,,,,
737,Blur Aware Calibration of Multi-Focus Plenoptic Camera,Mathieu Labussiere,,,,,
738,Learning Fused Pixel and Feature-Based View Reconstructions for Light Fields,Jinglei Shi,,,,,
739,Instance Guided Proposal Network for Person Search,Wenkai Dong,,,,,
740,Which Is Plagiarism: Fashion Image Retrieval Based on Regional Representation for Design Protection,Yining Lang,,,,,
741,Inter-Task Association Critic for Cross-Resolution Person Re-Identification,Zhiyi Cheng,,,,,
742,FineGym: A Hierarchical Video Dataset for Fine-Grained Action Understanding,Dian Shao,,,,,
743,Mapillary Street-Level Sequences: A Dataset for Lifelong Place Recognition,Frederik Warburg,,,,,
744,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,Fisher Yu,,,,,
745,Rethinking Computer-Aided Tuberculosis Diagnosis,Yun Liu,,,,,
746,Revisiting Saliency Metrics: Farthest-Neighbor Area Under Curve,Sen Jia,,,,,
747,Improving Confidence Estimates for Unfamiliar Examples,Zhizhong Li,,,,,
748,Explorable Super Resolution,Yuval Bahat,,,,,
749,Deblurring by Realistic Blurring,Kaihao Zhang,,,,,
750,Bringing Old Photos Back to Life,Ziyu Wan,,,,,
751,Domain Adaptation for Image Dehazing,Yuanjie Shao,,,,,
752,Bi-Directional Interaction Network for Person Search,Wenkai Dong,,,,,
753,Space-Time-Aware Multi-Resolution Video Enhancement,Muhammad Haris,,,,,
754,Learning Multi-Granular Hypergraphs for Video-Based Person Re-Identification,Yichao Yan,,,,,
755,Online Joint Multi-Metric Adaptation From Frequent Sharing-Subset Mining for Person Re-Identification,Jiahuan Zhou,,,,,
756,Taking a Deeper Look at Co-Salient Object Detection,Deng-Ping Fan,,,,,
757,Deep Metric Learning via Adaptive Learnable Assessment,Wenzhao Zheng,,,,,
758,Deep Representation Learning on Long-Tailed Data: A Learnable Embedding Augmentation Perspective,Jialun Liu,,,,,
759,Fantastic Answers and Where to Find Them: Immersive Question-Directed Visual Attention,Ming Jiang,,,,,
760,HUMBI: A Large Multiview Dataset of Human Body Expressions,Zhixuan Yu,,,,,
761,Image Search With Text Feedback by Visiolinguistic Attention Learning,Yanbei Chen,,,,,
762,Image Processing Using Multi-Code GAN Prior,Jinjin Gu,,,,,
763,What Does Plate Glass Reveal About Camera Calibration?,Qian Zheng,,,,,
764,From Fidelity to Perceptual Quality: A Semi-Supervised Approach for Low-Light Image Enhancement,Wenhan Yang,,,,,
765,ARCH: Animatable Reconstruction of Clothed Humans,Zeng Huang,,,,,
766,Novel Object Viewpoint Estimation Through Reconstruction Alignment,Mohamed El Banani,,,,,
767,Creating Something From Nothing: Unsupervised Knowledge Distillation for Cross-Modal Hashing,Hengtong Hu,,,,,
768,Style Normalization and Restitution for Generalizable Person Re-Identification,Xin Jin,,,,,
769,"Reconstruct Locally, Localize Globally: A Model Free Method for Object Pose Estimation",Ming Cai,,,,,
770,RoboTHOR: An Open Simulation-to-Real Embodied AI Platform,Matt Deitke,,,,,
771,All in One Bad Weather Removal Using Architectural Search,Ruoteng Li,,,,,
772,HOnnotate: A Method for 3D Annotation of Hand and Object Poses,Shreyas Hampali,,,,,
773,On the Uncertainty of Self-Supervised Monocular Depth Estimation,Matteo Poggi,,,,,
774,Unsupervised Learning for Intrinsic Image Decomposition From a Single Image,Yunfei Liu,,,,,
775,Multi-Domain Learning for Accurate and Few-Shot Color Constancy,Jin Xiao,,,,,
776,PANDA: A Gigapixel-Level Human-Centric Video Dataset,Xueyang Wang,,,,,
777,Cross-View Tracking for Multi-Human 3D Pose Estimation at Over 100 FPS,Long Chen,,,,,
778,Spatial-Temporal Graph Convolutional Network for Video-Based Person Re-Identification,Jinrui Yang,,,,,
779,Salience-Guided Cascaded Suppression Network for Person Re-Identification,Xuesong Chen,,,,,
780,Fashion Outfit Complementary Item Retrieval,Yen-Liang Lin,,,,,
781,Learning Event-Based Motion Deblurring,Zhe Jiang,,,,,
782,Domain Decluttering: Simplifying Images to Mitigate Synthetic-Real Domain Shift and Improve Depth Estimation,Yunhan Zhao,,,,,
783,Anisotropic Convolutional Networks for 3D Semantic Scene Completion,Jie Li,,,,,
784,COCAS: A Large-Scale Clothes Changing Person Dataset for Re-Identification,Shijie Yu,,,,,
785,Learning Formation of Physically-Based Face Attributes,Ruilong Li,,,,,
786,Stereoscopic Flash and No-Flash Photography for Shape and Albedo Recovery,Xu Cao,,,,,
787,Context-Aware Group Captioning via Self-Attention and Contrastive Features,Zhuowan Li,,,,,
788,MEBOW: Monocular Estimation of Body Orientation in the Wild,Chenyan Wu,,,,,
789,Distilling Image Dehazing With Heterogeneous Task Imitation,Ming Hong,,,,,
790,"Select, Supplement and Focus for RGB-D Saliency Detection",Miao Zhang,,,,,
791,"On Joint Estimation of Pose, Geometry and svBRDF From a Handheld Scanner",Carolin Schmitt,,,,,
792,Differentiable Volumetric Rendering: Learning Implicit 3D Representations Without 3D Supervision,Michael Niemeyer,,,,,
793,Meta-Transfer Learning for Zero-Shot Super-Resolution,Jae Woong Soh,,,,,
794,Solving Jigsaw Puzzles With Eroded Boundaries,Dov Bridger,,,,,
795,Context-Aware Attention Network for Image-Text Retrieval,Qi Zhang,,,,,
796,M-LVC: Multiple Frames Prediction for Learned Video Compression,Jianping Lin,,,,,
797,Efficient Dynamic Scene Deblurring Using Spatially Variant Deconvolution Network With Optical Flow Guided Training,Yuan Yuan,,,,,
798,Video to Events: Recycling Video Datasets for Event Cameras,Daniel Gehrig,,,,,
799,Composed Query Image Retrieval Using Locally Bounded Features,Mehrdad Hosseinzadeh,,,,,
800,Spatially-Attentive Patch-Hierarchical Network for Adaptive Motion Deblurring,Maitreya Suin,,,,,
801,End-to-End Illuminant Estimation Based on Deep Metric Learning,Bolei Xu,,,,,
802,Variational-EM-Based Deep Learning for Noise-Blind Image Deblurring,Yuesong Nan,,,,,
803,Assessing Image Quality Issues for Real-World Problems,Tai-Yin Chiu,,,,,
804,Memory-Efficient Hierarchical Neural Architecture Search for Image Denoising,Haokui Zhang,,,,,
805,Blindly Assess Image Quality in the Wild Guided by a Self-Adaptive Hyper Network,Shaolin Su,,,,,
806,Don't Hit Me! Glass Detection in Real-World Scenes,Haiyang Mei,,,,,
807,Progressive Mirror Detection,Jiaying Lin,,,,,
808,Dynamic Graph Message Passing Networks,Li Zhang,,,,,
809,End-to-End Optimization of Scene Layout,Andrew Luo,,,,,
810,Unsupervised Intra-Domain Adaptation for Semantic Segmentation Through Self-Supervision,Fei Pan,,,,,
811,Self-Supervised Scene De-Occlusion,Xiaohang Zhan,,,,,
812,BANet: Bidirectional Aggregation Network With Occlusion Handling for Panoptic Segmentation,Yifeng Chen,,,,,
813,CPR-GCN: Conditional Partial-Residual Graph Convolutional Network in Automated Anatomical Labeling of Coronary Arteries,Han Yang,,,,,
814,Cross-View Correspondence Reasoning Based on Bipartite Graph Convolutional Network for Mammogram Mass Detection,Yuhang Liu,,,,,
815,MPM: Joint Representation of Motion and Position Map for Cell Tracking,Junya Hayashida,,,,,
816,Deep Distance Transform for Tubular Structure Segmentation in CT Scans,Yan Wang,,,,,
817,Multi-scale Domain-adversarial Multiple-instance CNN for Cancer Subtype Classification with Unannotated Histopathological Images,Noriaki Hashimoto,,,,,
818,METAL: Minimum Effort Temporal Activity Localization in Untrimmed Videos,Da Zhang,,,,,
819,Neural Data Server: A Large-Scale Search Engine for Transfer Learning Data,Xi Yan,,,,,
820,DEPARA: Deep Attribution Graph for Deep Knowledge Transferability,Jie Song,,,,,
821,Conditional Channel Gated Networks for Task-Aware Continual Learning,Davide Abati,,,,,
822,FocalMix: Semi-Supervised Learning for 3D Medical Image Detection,Dong Wang,,,,,
823,Learning 3D Semantic Scene Graphs From 3D Indoor Reconstructions,Johanna Wald,,,,,
824,Two-Shot Spatially-Varying BRDF and Shape Estimation,Mark Boss,,,,,
825,Variational Context-Deformable ConvNets for Indoor Scene Parsing,Zhitong Xiong,,,,,
826,What Can Be Transferred: Unsupervised Domain Adaptation for Endoscopic Lesions Segmentation,Jiahua Dong,,,,,
827,ADINet: Attribute Driven Incremental Network for Retinal Image Classification,Qier Meng,,,,,
828,Unsupervised Domain Adaptation With Hierarchical Gradient Synchronization,Lanqing Hu,,,,,
829,Deep Grouping Model for Unified Perceptual Parsing,Zhiheng Li,,,,,
830,Where Am I Looking At? Joint Location and Orientation Estimation by Cross-View Matching,Yujiao Shi,,,,,
